route,route_type,route_id,dir_label,n_stops,frequency,is_loop,first,last,role,direction_group,base_route_id,confidence,source,verified,verifier_agree,added_or_removed,evidence
327,General,BR_TAGO_USB196103274,삼남신화 방면,70,4,False,태화강역,삼남신화,main,B:삼남신화행,,high,agent,True,True,,"태화강역→삼남신화, 70 stops, frequency 4. Reverse pair of 275 (reverse_pair=true). Sequence is exactly the loop 273's inbound half (jaccard 0.958, including the doubled 태화강역 at start). Inbound-only stops 울산과학기술원입구 and 언양병원 (normal direction asymmetry). Reaches BOTH termini → full one-way service, NOT a short-turn despite the mechanical b_short_turn_of_273 signal. Sole variant of the inbound direction → main of its group."
327,General,BR_TAGO_USB196103273,삼남 순환,135,19,True,삼남신화,삼남신화,circular,C:삼남순환(loop),,high,agent,True,True,full round trip = outbound 삼남신화→태화강역 (== variant 275) + inbound 태화강역→삼남신화 (== variant 274) concatenated; covers the entire corridor in both directions in one trip,"is_loop=true, first==last==삼남신화, 135 stops; frequency 19 = ~73% of all 327 trips (dominant). Loop's outbound half is identical to 275 (jaccard 0.917 with 275, seam 273→275 at 삼남신화) and inbound half identical to 274 (jaccard 0.958 with 274, seam 274→273 at 삼남신화). Doubled 태화강역 at the mid-loop turnaround. Out-and-back round trip retracing the 메가마트/벌장/마산 corridor, not a one-way ring."
328,General,BR_TAGO_USB196132802,KTX울산역 방면,43,3,False,태봉마을,울산역,main,A:KTX울산역행(동행),,high,agent,True,True,,"Eastbound full corridor 태봉마을→울산역, 43 stops, frequency 3 (highest of any variant on route). Standard routing via village stops 양등입구·궁평 (not the industrial detour). Exact reverse of westbound main 801 (jaccard 0.955, both seams). Canonical eastbound main line."
328,General,BR_TAGO_USB196132806,석남사 방면,14,2,False,태봉마을,석남사,short_turn,A:KTX울산역행(동행),BR_TAGO_USB196132802,high,agent,True,True,Drops entire 석남사→울산역 tail (행정·가지산온천·궁근정·…·언양·울산역); terminates at 석남사 (14 stops). Mountain-segment-only short-turn.,"Exact prefix of main 802 from 태봉마을 to 석남사; pair relationship 'b_short_turn_of_a' vs 802; frequency 2; reverse pair with westbound short-turn 805 (jaccard 0.929, both seams). 석남사 headsign is a truncation, not a separate destination."
328,General,BR_TAGO_USB196132809,KTX울산역 방면,45,1,False,태봉마을,울산역,detour,A:KTX울산역행(동행),BR_TAGO_USB196132802,high,agent,True,True,"Between 상북농공단지 and 상북면주민센터: removes 양등입구·궁평; adds industrial-estate detour 찬물내기·신영공업·에코캡·니프코 (net +2 stops, 45 total). Same 태봉마을→울산역 termini.","jaccard 0.872 vs main 802; identical termini and direction; differs only by swapping 2 village stops for a 4-stop factory-area detour; frequency 1; reverse pair with westbound detour 810 (jaccard 0.957, both seams)."
328,General,BR_TAGO_USB196132804,언양터미널 방면,38,1,False,태봉마을,구언양버스터미널,short_turn,A:KTX울산역행(동행),BR_TAGO_USB196132802,high,agent,True,True,"Terminates at 구언양버스터미널, dropping the 울산역 tail (언양임시시외터미널앞·언양고등학교·어음리E편한세상·울주도서관·언양자동차학원·울산역); also inserts 혜원어린이집 between 경동청구 and 삼성아파트 (38 stops).","Same eastbound 태봉마을 start as 802; reverse pair with westbound short-turn 803 (jaccard 0.974, both seams); frequency 1. Ends at 언양 town terminal rather than reaching 울산역 = short-turn, not a branch."
328,General,BR_TAGO_USB196132801,배내골 방면,43,2,False,울산역,태봉마을,main,B:배내골·태봉마을행(서행),,high,agent,True,True,,"Westbound full corridor 울산역→태봉마을, 43 stops, frequency 2 (highest among full westbound variants). Standard routing via 궁평·양등입구. Exact reverse of eastbound main 802 (jaccard 0.955, both seams). Canonical westbound main line."
328,General,BR_TAGO_USB196132803,배내골 방면,37,2,False,구언양버스터미널,태봉마을,short_turn,B:배내골·태봉마을행(서행),BR_TAGO_USB196132801,high,agent,True,True,Drops westbound head 울산역→언양임시시외터미널앞 (울산역·언양자동차학원·울주도서관·어음리E편한세상·언양고등학교·언양임시시외터미널앞); starts service at 구언양버스터미널 (37 stops).,"Exact suffix of main 801 from 구언양버스터미널 onward; pair relationship 'b_short_turn_of_a' vs 801 (jaccard 0.86); frequency 2; reverse pair with eastbound short-turn 804 (jaccard 0.974, both seams)."
328,General,BR_TAGO_USB196132805,배내골 방면,13,2,False,석남사,태봉마을,short_turn,B:배내골·태봉마을행(서행),BR_TAGO_USB196132801,high,agent,True,True,Drops westbound head 울산역→행정 (entire 울산역·언양·상북 segment before 석남사); starts service at 석남사 (13 stops). Mountain-segment-only short-turn.,"Exact suffix of main 801 from 석남사 onward; pair relationship 'b_short_turn_of_a' vs 801 (jaccard 0.302, low only because it holds 13 of 801's 43 stops); reverse pair with eastbound short-turn 806 (jaccard 0.929, both seams); frequency 2."
328,General,BR_TAGO_USB196132810,배내골 방면,45,1,False,울산역,태봉마을,detour,B:배내골·태봉마을행(서행),BR_TAGO_USB196132801,high,agent,True,True,"Between 상북면주민센터 and 상북농공단지: removes 궁평·양등입구; adds industrial-estate detour 니프코·에코캡·신영공업·찬물내기 (net +2 stops, 45 total). Same 울산역→태봉마을 termini.","jaccard 0.872 vs main 801; identical termini/direction; only differs by the factory-area detour; frequency 1; reverse pair with eastbound detour 809 (jaccard 0.957, both seams)."
33,General,BR_TAGO_USB194100335,현대백화점 순환,40,17,False,현대백화점,현대예술관,main,현대백화점 순환,,high,agent,True,True,n/a (본선) — defines the full circular loop including the outer 쇠평마을 turnaround,"Highest frequency (f17 > f13) and fullest coverage (40 stops). Reaches the outermost turnaround: …남목3동주민센터앞 → 쇠평마을입구 → 수목원입구 → 쇠평마을 (turnaround, name appears twice) → 수목원입구 → 쇠평마을입구 → 남목3동주민센터앞… and returns to 현대예술관. Outbound 남목 loop runs via 서부노인회관·남목우주아파트·남목입구·남목농협·남목파출소. Shares trunk 현대백화점→현대중공업미포문앞→현대청운고앞→남목1동 with 333 (name_jaccard 0.696). Dominant on BOTH operational and coverage axes → 본선."
33,General,BR_TAGO_USB194100333,현대백화점 순환,31,13,False,현대백화점,현대예술관,short_turn,현대백화점 순환,BR_TAGO_USB194100335,medium,agent,True,True,DROPS the outer turnaround loop of 335 (서부노인회관·남목우주아파트 and the 쇠평마을입구 → 수목원입구 → 쇠평마을 outermost leg); turns back at 남목3동주민센터앞 → 남목파출소. ADDS a tighter parallel-street segment 남목청구아파트·남목한신아파트 (not in 335).,"f13, 31 stops. Shares the same trunk and return with 335 (현대백화점…남목1동…현대예술관; name_jaccard 0.696). Deepest point is 남목3동주민센터앞 — it never reaches 쇠평마을/수목원입구, the short-turn signature relative to 335. Loops the 남목 turnaround via 남목청구아파트·남목한신아파트 instead of 335's 서부노인회관·남목우주아파트 (a minor parallel-street detour overlaid on the short-turn). Not a reverse pair (seam both false), so it is a co-directional inner-loop variant, not the opposite direction."
337,General,BR_TAGO_USB196103375,태화강역 방면,74,3,False,삼남신화,태화강역(종점),short_turn,A:태화강역행(outbound 상행),BR_TAGO_USB196103373,high,agent,True,True,"removes the inbound return leg of loop 373 (태화강역→…→삼남신화: 좋은의사들안과병원, 하나이비인후과병원, … 언양 … 삼남신화). One-way outbound only, terminating at 태화강역(종점).","삼남신화→태화강역(종점), 74 stops = exactly the first/outbound half of loop 373; jaccard 0.936 with 373; seam_a_to_b=true (373.last 삼남신화 == 375.first 삼남신화); reverse_pair=true with 374 (shared turnaround 태화강역); frequency=3. Carries outbound-only stops 사연·구영리입구·한신아파트앞·우미린2차 푸르지오2차·달동현대아파트앞·목화예식장앞."
337,General,BR_TAGO_USB196103374,삼남신화 방면,73,3,False,태화강역,삼남신화,short_turn,B:삼남신화행(inbound 하행),BR_TAGO_USB196103373,high,agent,True,True,"removes the outbound leg of loop 373 (삼남신화→…→태화강역: 사연, 구영리입구, 한신아파트앞, 우미린2차 푸르지오2차, 달동현대아파트앞, 목화예식장앞). One-way inbound only, starting at 태화강역.","태화강역→삼남신화, 73 stops = exactly the second/inbound half of loop 373; jaccard 0.897 with 373; seam_b_to_a=true (374.last 삼남신화 == 373.first 삼남신화); reverse_pair=true with 375 (shared turnaround 태화강역); frequency=3. Carries inbound-only stops 좋은의사들안과병원·하나이비인후과병원."
337,General,BR_TAGO_USB196103373,삼남 순환,146,25,True,삼남신화,삼남신화,circular,C:삼남순환(왕복 round-trip),,high,agent,True,True,,"is_loop=true, first=last=삼남신화; n_stops=146 = outbound leg(73: 삼남신화…태화강역) + 태화강역 turnaround + inbound leg(73: 태화강역…삼남신화). frequency=25, the dominant pattern (~81% of all 31 trips). Contains BOTH directional legs; 375 and 374 are its two one-way halves (seam_a_to_b=true with 375, seam_b_to_a=true with 374; jaccard 0.936 / 0.897). This is the operational 본선/workhorse of route 337, encoded as a single circular round trip rather than two directional records."
338,General,BR_TAGO_USB196103382,삼남신화 방면,62,5,False,태종,삼남신화,main,A:삼남신화 방면,,high,agent,True,True,,"freq 5 (highest of the three); full corridor 태종→언양→삼남신화 (62 stops, first=태종 last=삼남신화). Sole variant of the 삼남신화-bound direction. Reverse pair of 381: name_jaccard 0.967, seam both ways, reverse_pair=true."
338,General,BR_TAGO_USB196103381,태종 방면,64,4,False,삼남신화,태종,main,B:태종 방면,,high,agent,True,True,,"freq 4; full corridor 삼남신화→언양→태종 (64 stops, first=삼남신화 last=태종) including the outer 마산/웃마산/신복/가천/삼남중학교/공암 loop plus 벌장·메가마트·작천정입구·서울산보람병원. Reverse of 382 (jaccard 0.967, seam both ways). Out-covers and out-runs 383 (4 vs 1 trips; 64 vs 41 stops)."
338,General,BR_TAGO_USB196103383,태종 방면,41,1,False,구언양버스터미널,태종,short_turn,B:태종 방면,BR_TAGO_USB196103381,high,agent,True,True,drops the 삼남신화→언양 outer segment (마산·웃마산·마산입구·중남초등학교·신복·신복회관·상천마을·가천·삼남중학교·신안입구·언양정비·공암·대원그린아파트·벌장·메가마트·작천정입구·울산산업고등학교·서울산보람병원·상평마을·남천교·시장입구) and starts at 구언양버스터미널; adds 혜원어린이집 (between 삼성아파트 and 경동청구),"freq 1 (lowest); 41 stops, first=구언양버스터미널 last=태종. From 구언양버스터미널 onward it follows the identical 언양→상북→태종 path as 381. name_jaccard 0.645 with 381, divergent only because the whole 삼남신화 outer loop is absent; both are 태종 방면 terminating at 태종. seam with 382 is just the shared 태종 turnaround."
343,General,BR_TAGO_USB196103433,동문굿모닝힐 순환,33,12,True,동문굿모닝힐,동문굿모닝힐,circular,동문굿모닝힐 순환,BR_TAGO_USB196103433,high,auto,False,,,"single variant; freq=12, 33 stops; loop (first==last)"
348,General,BR_TAGO_USB196103484,삼남신화 순환,75,3,True,삼남신화,삼남신화,main,A:삼남신화↔대곡박물관(반구대) 순환,,medium,agent,True,True,"본선 baseline: full circular including the unique northern segment 언양복지회관→신흥마을→고동골→신화(태기)입구→정거리→고속도휴게소→다개입구→반곡초등학교→고하입구→옥동→진현→진현마을→암각화입구주차장→압골→울산암각화박물관 (turnaround at 대곡박물관 via 반구대입구→구량천전→대현마을회관→장천마을→대곡박물관), returning via 언양중학교.","75 stops (longest), frequency 3 (tied-highest). Sole variant reaching 울산암각화박물관/대곡박물관/반구대 — the route's signature cultural-heritage corridor. name_jaccard only 0.372–0.415 vs the 양우내안애 variants because the whole 대곡 segment is exclusive to it. Shares the full trunk (삼남신화→울산역→…→언양읍행정복지센터). Chosen as overall 본선 on coverage/completeness + distinctive destination rather than on frequency (which ties 483)."
